0,27.30623819,25.71833648,22.42911153,9.04536862,3.232514178,0.510396975,0,0
31.28571429,27.39130435,25.94517958,23.22306238,9.725897921,2.580340265,0.2268431,0,0
62.97252747,27.56143667,26.73913043,24.69754253,13.01512287,3.43100189,0.311909263,0,0
94.65934066,27.75992439,27.58979206,26.20037807,17.4952741,6.691871456,1.190926276,0.170132325,0.028355388
126.3461538,27.39130435,28.15689981,27.56143667,22.17391304,11.93761815,5.330812854,1.105860113,0.396975425
158.032967,27.02268431,28.10018904,28.66729679,25.63327032,17.4952741,13.01512287,5.359168242,2.52362949
189.7197802,26.51228733,27.53308129,28.80907372,28.80907372,21.80529301,18.37429112,11.20037807,6.663516068
221.4065934,26.51228733,27.2778828,28.8657845,29.29111531,23.10964083,19.67863894,14.65973535,10.26465028
253.4945055,26.90926276,27.67485822,29.00756144,26.93761815,20.72778828,16.24763705,12.0510397,8.70510397
285.1813187,27.24952741,27.731569,27.84499055,22.71266541,16.07750473,9.981096408,6.40831758,3.601134216
316.8681319,27.5047259,27.33459357,25.71833648,16.92816635,10.54820416,3.629489603,1.587901701,0.623818526
348.5549451,27.30623819,26.3705104,23.62003781,11.3705104,6.06805293,1.162570888,0.311909263,0.170132325
364,27.30623819,25.9168242,22.91115312,9.584120983,4.338374291,0.510396975,0.028355388,0.11342155
